sample_id,predicted_label,detection_confidence,repair_action,original_comment,repaired_comment,repair_status,reason_short,route_to,model_source
608,Obvious,0.95,Remove,Make sure we got an IPv4 address.,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
609,Obvious,0.95,Remove,return the first non-loopback interface we find.,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
610,Not a smell,0.8,No Change,sigh ... ok return 0.0.0.0,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
611,Obvious,0.9,Remove,try reflection,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
612,Not a smell,0.95,No Change,maybe getHardwareAddress not available on this JVM try         * with our JNI,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
613,Not a smell,0.95,No Change,we'll try to bind so that we could notify the caller if the port has been taken already.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
614,Not a smell,0.95,No Change,if we're here then the port was free.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
615,Not a smell,0.95,No Change,there's no point in implementing this method as we have no way of knowing whether the current property change event is the only event we're going to get or whether another one is going to follow..,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
616,Not a smell,0.95,No Change,we'll first try to bind to a random port. if this fails we'll try again (bindRetries times in all) until we find a free local port.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
617,Not a smell,0.95,No Change,we succeeded - break so that we don't try to bind again,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
618,Not a smell,0.95,No Change,port seems to be taken. try another one.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
619,Not a smell,0.95,No Change,make sure port numbers are valid,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
620,Obvious,0.95,Remove,make sure minPort comes before maxPort.,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
621,Misleading,0.95,Rewrite,"if preferredPort is not  in the allowed range, place it at min.",throw exception if preferredPort is out of allowed range,repaired,Comment incorrectly says place at min; code throws exception.,evaluation,deepseek-v3
622,Not a smell,0.95,No Change,"yay! we seem to have a TURN server, so we'll be using it for both TURN and STUN harvesting.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
623,Not a smell,0.95,No Change,srvrAddres was null. try for a STUN only server.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
624,Obvious,0.95,Remove,srvrAddress was still null. sigh ...,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
625,Obvious,0.95,Remove,Initialize moveTo menu.,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
626,Obvious,0.95,Remove,adds contacts group if it is visible,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
627,Obvious,0.92,Remove,Initialize removeContact menu.,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
628,Not a smell,0.6,No Change,add all the contacts that support telephony to the call menu,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
629,Obvious,0.95,Rewrite,"if a separator is the last item, remove it",Remove trailing separator,repaired,Concise summary that adds context beyond just restating the code.,evaluation,deepseek-v3
630,Not a smell,0.95,No Change,"There is only one contact, so a submenu is unnecessary - just add a single menu item.  It masquerades as an item to delete all contacts as that way we don't have to specify the contact's address.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
631,Obvious,0.95,Rewrite,If we have more than one request to make.,Display multi-contact authorization menu when there are multiple requests.,repaired,Comment merely restates condition; rewritten to explain intent.,evaluation,deepseek-v3
632,Misleading,0.95,Rewrite,If we have more than one protocol contacts and only one need authorization or we have only one contact that needs authorization.,"If exactly one authorization request is pending, or if there is only one contact requiring authorization (with additional checks).",repaired,Original comment misstates condition: 'more than one protocol contacts' is incorrect; condition checks for authRequestItemCount == 1 or a complex single-contact scenario.,evaluation,deepseek-v3
633,Not a smell,0.95,No Change,Disable all menu items that do nothing.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
634,Not a smell,0.95,No Change,If the resource is only one we don't want to pass it to call operations.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
635,Not a smell,0.95,No Change,Try to select the preferred protocol provider.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
636,Obvious,0.95,Remove,Obtain the corresponding chat panel.,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
637,Obvious,0.9,Rewrite,"If we have more than one protocol contacts, but just one of them needs authorization.",Handle case where exactly one authorization request exists or a single contact requires authorization.,repaired,Original comment inaccurately stated 'more than one protocol contacts'. Rewritten to match the actual condition: either one request item or a single contact needing auth.,evaluation,deepseek-v3
638,Misleading,0.85,Rewrite,If we have only one protocol contact and it needs authorization.,"Add request authorization menu item if there is exactly one authorization request, or a single contact that is unsubscribed and requires authorization (excluding private messaging contacts).",repaired,Original comment oversimplified the condition; repaired comment accurately describes both scenarios.,evaluation,deepseek-v3
639,Commented out code,0.95,Remove,FIXME: set the special cursor while moving a subcontact guiContactList.setCursor( Cursor.getPredefinedCursor(Cursor.MOVE_CURSOR));,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
640,Not a smell,0.95,No Change,Be sure we allow open/close groups in the contactlist if user cancels the action,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
641,Task,0.95,Remove,TODO: may be show a warning message to tell the user that she should select another group.,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
642,Commented out code,0.95,Remove,FIXME: unset the special cursor after a subcontact has been moved guiContactList.setCursor( Cursor.getPredefinedCursor(Cursor.HAND_CURSOR));,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
643,Not a smell,0.95,No Change,We're only interested in MetaContacts here.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
644,Not a smell,0.95,No Change,we want to call particular contact,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
645,Not a smell,0.95,No Change,we want to call a phoneNumber,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
646,Obvious,0.95,Remove,just call the metacontact,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
647,Not a smell,0.95,No Change,"we maybe are running on machine without WM and systray (test server machine), skip tests",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
648,Not a smell,0.9,No Change,"Oh, it should not really happen.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
649,Obvious,0.9,Rewrite,Look for PluginComponents registered in the OSGi BundleContext.,Obtain PluginComponentFactory services from the OSGi BundleContext that are associated with this container.,repaired,Original comment mentions PluginComponents but code retrieves PluginComponentFactory; rewrite to be accurate and add context about container association.,evaluation,deepseek-v3
650,Not a smell,0.98,No Change,to avoid Comparable<Comparable<Comparable<...>>>,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
651,Not a smell,0.95,No Change,"Unsafe! if comparator is null, this assumes K is comparable.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
652,Task,0.95,Remove,TODO: sizing/resizing policies,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
653,Not a smell,0.95,No Change,3/4 capacity,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
654,Not a smell,0.95,No Change,Clear all links to help GC,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
655,Not a smell,0.95,No Change,Micro-optimization: avoid polymorphic calls to Comparator.compare().,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
656,Not a smell,0.95,No Change,Throws a ClassCastException below if there's trouble.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
657,Obvious,0.95,Remove,We found the requested key.,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
658,Obvious,0.525,Rewrite,"If it exists, the key is in a subtree. Go deeper.",Explore the appropriate child subtree.,repaired,Reworded to be concise while still indicating navigation to child subtree based on comparison.,evaluation,deepseek-v3
659,Obvious,0.9,Remove,The key doesn't exist in this tree.,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
660,Obvious,0.95,Rewrite,Create the node and add it to the tree or the table.,Insert new node into empty bucket or attach as left/right child of existing tree node.,repaired,Original comment is obvious; rewrote to clarify the two insertion cases.,evaluation,deepseek-v3
661,Not a smell,0.95,No Change,Check that the value is comparable if we didn't do any comparisons.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
662,Not a smell,0.95,No Change,nearest.key is higher,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
