sample_id,is_smelly,label,confidence,top1_label,top1_score,top2_label,top2_score,reason_short,action_hint,route_to,second_check_used,review_reason,model_source
572,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Restates the code without added insight.,remove,repair,False,,deepseek-v3
573,True,Misleading,0.85,Misleading,0.85,Vague,0.15,"Comment misidentifies target user; code uses userID3, not user2.",rewrite,repair,True,low_confidence,deepseek-v3
574,True,Misleading,0.95,Misleading,0.95,Vague,0.05,"Comment says 'user2' but code uses fixture.userID3, conflicting.",rewrite,repair,False,,deepseek-v3
575,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Comment explains code action clearly and helpfully.,no_change,evaluation,False,,deepseek-v3
576,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Restates visible code action without added rationale or context.,remove,repair,False,,deepseek-v3
577,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the code action without adding rationale or constraint.,remove,repair,False,,deepseek-v3
578,True,Obvious,0.95,Obvious,0.95,Not a smell,0.03,Comment merely restates the code action without adding insight.,remove,repair,False,,deepseek-v3
579,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains intent to first try capabilities operation set.,no_change,evaluation,False,,deepseek-v3
580,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Restates visible code logic without added rationale.,remove,repair,False,,deepseek-v3
581,True,Obvious,0.85,Obvious,0.85,Not a smell,0.15,Comment restates the filtering logic without added context.,remove,repair,True,borderline_label_low_confidence,deepseek-v3
582,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains rationale for querying avatars based on non-lazy caller.,no_change,evaluation,False,,deepseek-v3
583,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment restates the if-condition and actions without adding intent.,remove,repair,False,,deepseek-v3
584,False,Not a smell,0.95,Not a smell,0.95,Vague,0.05,Provides rationale for branch: lazy retrieval or rate limiting.,no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
585,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Restates condition without added context,remove,repair,False,,deepseek-v3
586,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains rationale for condition and purpose, not just code restatement.",no_change,evaluation,False,,deepseek-v3
587,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the code action without adding insight.,remove,repair,False,,deepseek-v3
588,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Restates condition and action without adding new insight.,remove,repair,False,,deepseek-v3
589,False,Not a smell,0.95,Not a smell,0.95,Nonlocal info,0.05,Warns against using setDisplayName to avoid deadlock; adds rationale.,no_change,evaluation,False,,deepseek-v3
590,False,Not a smell,0.9,Not a smell,0.9,Obvious,0.1,"Comment provides clear intent and rationale (track changes) for the check and listener addition, not unnecessary detail.",no_change,evaluation,True,borderline_label_low_confidence,deepseek-v3
591,False,Not a smell,0.95,Not a smell,0.95,Vague,0.05,Explains necessity of light removal before accessing contact.,no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
592,True,Vague,0.85,Vague,0.85,Not a smell,0.15,Comment uses ambiguous 'it' and does not specify condition or purpose.,rewrite,repair,True,low_confidence;borderline_label_low_confidence,deepseek-v3
593,True,Misleading,0.95,Misleading,0.95,Not a smell,0.05,"Comment claims to add listener but code removes capabilities, not add listener.",rewrite,repair,False,,deepseek-v3
594,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the conditional action without adding rationale.,remove,repair,False,,deepseek-v3
595,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Adds rationale for null check, clarifying context and intent.",no_change,evaluation,False,,deepseek-v3
596,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Useful comment explaining code intent.,no_change,evaluation,False,,deepseek-v3
597,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains domain context: empty opSets have no associated contact, adding rationale beyond code.",no_change,evaluation,False,,deepseek-v3
598,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains purpose of searching via OSGI.,no_change,evaluation,False,,deepseek-v3
599,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the code action without adding rationale.,remove,repair,False,,deepseek-v3
600,False,Not a smell,0.95,Not a smell,0.95,Nonlocal info,0.05,Explains rationale for platform-specific source address retrieval.,no_change,evaluation,False,,deepseek-v3
601,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Clarifies version strings with specific Windows versions.,no_change,evaluation,False,,deepseek-v3
602,True,Vague,0.9,Vague,0.9,Not a smell,0.1,Fragmentary comment '2000' does not specify what it refers to; reader must infer from context.,rewrite,repair,True,low_confidence;borderline_label_low_confidence,deepseek-v3
603,False,Not a smell,0.95,Not a smell,0.95,Vague,0.05,"Clearly explains rationale for skipping null check, providing specific intent.",no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
604,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains Windows workaround for socket issue; adds purpose.,no_change,evaluation,False,,deepseek-v3
605,True,Irrelevant,0.95,Irrelevant,0.95,Vague,0.05,Expresses opinion about IPv6; does not explain code functionality.,remove,repair,False,,deepseek-v3
606,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains intent to find globally routable IPv6 with a note of risk.,no_change,evaluation,False,,deepseek-v3
607,False,Not a smell,0.6375,Not a smell,0.85,Obvious,0.15,"Comment provides high-level purpose of block (IPv4 destination), not just code restatement; useful context.",no_change,evaluation,True,low_confidence;borderline_label_low_confidence,deepseek-v3
608,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Comment merely restates the IPv4 check without adding context.,remove,repair,False,,deepseek-v3
609,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Comment clarifies intent of loop, adds purpose.",no_change,evaluation,False,,deepseek-v3
610,True,Task,0.85,Task,0.85,Misleading,0.1,"Informal comment suggests missing return action, likely a task reminder.",remove,repair,False,,deepseek-v3
611,False,Not a smell,0.4125,Not a smell,0.55,Obvious,0.45,No comment provided; default to Not a smell per global policy (avoid smell labels without evidence of pure restatement).,no_change,evaluation,True,borderline_label_low_confidence,deepseek-v3
612,False,Not a smell,0.95,Not a smell,0.95,Vague,0.05,Explains rationale for fallback when JVM may not support method.,no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
613,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains intent of try-bind to check port availability.,no_change,evaluation,False,,deepseek-v3
614,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Provides rationale that port is free, aiding comprehension.",no_change,evaluation,False,,deepseek-v3
615,False,Not a smell,0.95,Not a smell,0.95,Too much info,0.05,"Explains rationale for empty method, adds design context.",no_change,evaluation,False,,deepseek-v3
616,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains high-level retry strategy for port binding.,no_change,evaluation,False,,deepseek-v3
617,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains rationale for breaking loop after successful socket binding.,no_change,evaluation,False,,deepseek-v3
618,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains reason (port taken) and action (try another), aiding comprehension.",no_change,evaluation,False,,deepseek-v3
619,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Comment restates the validation action without adding new context.,remove,repair,False,,deepseek-v3
620,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the code's condition and exception logic without adding new insight.,remove,repair,False,,deepseek-v3
621,True,Misleading,0.97,Misleading,0.97,Vague,0.03,"Comment says place at min, but code throws exception instead.",rewrite,repair,False,,deepseek-v3
622,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.03,Clarifies intent and purpose of using TURN for both TURN and STUN harvesting.,no_change,evaluation,False,,deepseek-v3
623,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Rationale for fallback to STUN-only server when address null.,no_change,evaluation,False,,deepseek-v3
624,False,Not a smell,0.95,Not a smell,0.95,Vague,0.05,"Explains why null is returned due to null address, providing context and intent.",no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
625,False,Not a smell,0.9,Not a smell,0.9,Obvious,0.1,"Comment states purpose of code block, not just restating visible action.",no_change,evaluation,True,borderline_label_low_confidence,deepseek-v3
626,False,Not a smell,0.525,Not a smell,0.525,Obvious,0.475,"Comment provides a purpose (visibility) beyond a restatement, so not Obvious.",no_change,evaluation,True,borderline_label_low_confidence,deepseek-v3
627,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Comment merely restates the obvious initialization of the menu.,remove,repair,False,,deepseek-v3
628,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides clear intent explanation.,no_change,evaluation,False,,deepseek-v3
629,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Accurately describes code intent.,no_change,evaluation,False,,deepseek-v3
630,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains code logic and design choice.,no_change,evaluation,False,,deepseek-v3
631,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment restates code condition without added rationale or intent.,remove,repair,False,,deepseek-v3
632,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Restates the complex condition without adding new intent or rationale.,remove,repair,False,,deepseek-v3
633,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Summarizes code purpose clearly.,no_change,evaluation,False,,deepseek-v3
634,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains rationale for nullifying resource.,no_change,evaluation,False,,deepseek-v3
635,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides context for following code.,no_change,evaluation,False,,deepseek-v3
636,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the local code action without added intent or rationale.,remove,repair,False,,deepseek-v3
637,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Comment explains specific conditional logic about protocol contacts and authorization, not vague.",no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
638,False,Not a smell,0.9,Not a smell,0.9,Obvious,0.1,Explains condition for else branch: only one contact needing auth.,no_change,evaluation,False,,deepseek-v3
639,True,Task,0.95,Task,0.95,Commented out code,0.05,FIXME comment indicating a task to set cursor while moving subcontact.,remove,repair,False,,deepseek-v3
640,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Adds rationale for preventing group clicks on cancel.,no_change,evaluation,False,,deepseek-v3
641,True,Task,0.95,Task,0.95,Not a smell,0.05,TODO indicating future work to warn user about group selection.,remove,repair,False,,deepseek-v3
642,True,Task,0.9,Task,0.9,Vague,0.1,FIXME comment indicating a task to unset cursor after moving subcontact.,remove,repair,False,,deepseek-v3
643,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains type check for MetaUIContact.,no_change,evaluation,False,,deepseek-v3
644,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Restates obvious branch purpose without adding rationale or risk.,remove,repair,False,,deepseek-v3
645,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains else branch intent, not a smell.",no_change,evaluation,False,,deepseek-v3
646,True,Vague,0.8,Vague,0.8,Obvious,0.15,"Comment fragment does not fully explain the call, missing parameter details and intent.",rewrite,repair,True,borderline_label_low_confidence,deepseek-v3
647,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Comment explains conditional test skip due to missing WM/systray on test server.,no_change,evaluation,False,,deepseek-v3
648,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains unexpected exception, adds developer's rationale.",no_change,evaluation,False,,deepseek-v3
649,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains intent of OSGi service lookup.,no_change,evaluation,False,,deepseek-v3
650,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains suppression reason, avoids confusion.",no_change,evaluation,False,,deepseek-v3
651,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Warns about null comparator assumption, enhances safety understanding.",no_change,evaluation,False,,deepseek-v3
652,True,Task,0.95,Task,0.95,Vague,0.05,TODO comment indicating future work on sizing/resizing policies.,remove,repair,False,,deepseek-v3
653,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Summarizes calculation as fraction of capacity, clarifying intent.",no_change,evaluation,False,,deepseek-v3
654,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Adds rationale for nullifying links to help GC.,no_change,evaluation,False,,deepseek-v3
655,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains rationale for avoiding polymorphic dispatch, enhancing comprehension.",no_change,evaluation,False,,deepseek-v3
656,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains safety of suppression with specific exception risk.,no_change,evaluation,False,,deepseek-v3
657,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Simply restates the condition without adding insight.,remove,repair,False,,deepseek-v3
658,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains tree traversal logic.,no_change,evaluation,False,,deepseek-v3
