sample_id,predicted_label,detection_confidence,repair_action,original_comment,repaired_comment,repair_status,reason_short,route_to,model_source
639,Task,0.95,Remove,FIXME: set the special cursor while moving a subcontact guiContactList.setCursor( Cursor.getPredefinedCursor(Cursor.MOVE_CURSOR));,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
640,Not a smell,0.95,No Change,Be sure we allow open/close groups in the contactlist if user cancels the action,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
641,Task,0.95,Remove,TODO: may be show a warning message to tell the user that she should select another group.,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
642,Task,0.9,Remove,FIXME: unset the special cursor after a subcontact has been moved guiContactList.setCursor( Cursor.getPredefinedCursor(Cursor.HAND_CURSOR));,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
643,Not a smell,0.95,No Change,We're only interested in MetaContacts here.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
644,Obvious,0.95,Remove,we want to call particular contact,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
645,Not a smell,0.95,No Change,we want to call a phoneNumber,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
646,Vague,0.8,Rewrite,just call the metacontact,"Initiates a call to the meta contact with specified video, desktop sharing, and region sharing options.",repaired,Original comment is vague; new comment clearly describes the action and parameters.,evaluation,deepseek-v3
647,Not a smell,0.95,No Change,"we maybe are running on machine without WM and systray (test server machine), skip tests",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
648,Not a smell,0.95,No Change,"Oh, it should not really happen.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
649,Not a smell,0.95,No Change,Look for PluginComponents registered in the OSGi BundleContext.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
650,Not a smell,0.95,No Change,to avoid Comparable<Comparable<Comparable<...>>>,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
651,Not a smell,0.95,No Change,"Unsafe! if comparator is null, this assumes K is comparable.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
652,Task,0.95,Remove,TODO: sizing/resizing policies,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
653,Not a smell,0.95,No Change,3/4 capacity,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
654,Not a smell,0.95,No Change,Clear all links to help GC,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
655,Not a smell,0.95,No Change,Micro-optimization: avoid polymorphic calls to Comparator.compare().,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
656,Not a smell,0.95,No Change,Throws a ClassCastException below if there's trouble.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
657,Obvious,0.95,Remove,We found the requested key.,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
658,Not a smell,0.95,No Change,"If it exists, the key is in a subtree. Go deeper.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
659,Not a smell,0.75,No Change,The key doesn't exist in this tree.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
660,Obvious,0.9,Rewrite,Create the node and add it to the tree or the table.,Insert new node into table or tree depending on whether nearest node exists.,repaired,Replaced obvious restatement with comment clarifying conditional logic.,evaluation,deepseek-v3
661,Not a smell,0.95,No Change,Check that the value is comparable if we didn't do any comparisons.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
662,Not a smell,0.525,No Change,nearest.key is higher,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
663,Not a smell,0.95,No Change,"comparison > 0, nearest.key is lower",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
664,Attribution,0.85,Remove,Doug Lea's supplemental hash function,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
665,Not a smell,0.95,No Change,Help the GC (for performance),,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
666,Not a smell,0.9,No Change,takes care of rebalance and size--,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
667,Not a smell,0.95,No Change,AVL right right,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
668,Not a smell,0.95,No Change,AVL right left,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
669,Not a smell,0.95,No Change,no further rotations will be necessary,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
670,Not a smell,0.95,No Change,AVL left left,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
671,Not a smell,0.95,No Change,AVL left right,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
672,Not a smell,0.95,No Change,leftHeight == rightHeight,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
673,Misleading,0.9,Rewrite,"the insert caused balance, so rebalancing is done!","the height hasn't changed, so rebalancing is done!",repaired,"Original comment incorrectly states insert caused balance, but break occurs when no insert happened.",evaluation,deepseek-v3
674,Not a smell,0.95,No Change,"the height hasn't changed, so rebalancing is done!",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
675,Not a smell,0.95,No Change,move the pivot's left child to the root's right,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
676,Obvious,0.95,Remove,move the root to the pivot's left,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
677,Obvious,0.9,Remove,fix heights,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
678,Obvious,0.95,Rewrite,move the pivot's right child to the root's left,"Attach pivot's right subtree to root's left, then replace root with pivot.",repaired,Comment now describes both steps of the operation.,evaluation,deepseek-v3
679,Obvious,0.95,Remove,move the root to the pivot's right,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
680,Obvious,0.9,Remove,fixup heights,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
681,Task,0.9,Remove,TODO: don't do anything if we're already at MAX_CAPACITY,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
682,Not a smell,0.95,No Change,Arrays and generics don't get along.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
683,Obvious,0.95,Remove,Split each tree into two trees.,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
684,Obvious,0.95,Rewrite,Compute the sizes of the left and right trees.,Count the number of nodes for each new tree after splitting.,repaired,Clarifies purpose of counting for the split.,evaluation,deepseek-v3
685,Obvious,0.95,Remove,Split the tree into two.,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
686,Obvious,0.9,Rewrite,Populate the enlarged array with these new roots.,"Place the roots of the split trees into the expanded array: left tree at current index, right tree at index shifted by old capacity.",repaired,Reworded to be more descriptive of the indices used.,evaluation,deepseek-v3
687,Obvious,0.95,Remove,Stack push.,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
688,Not a smell,0.7125,No Change,"compute the target tree size. This is a power of 2 minus one, like 15 or 31.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
689,Obvious,0.8,Rewrite,Skip a leaf if necessary.,Skip a leaf if there are pending skips and the tree size is even.,repaired,The original comment is obvious; rewritten to clarify the condition's rationale.,evaluation,deepseek-v3
690,Obvious,0.95,Rewrite,"Pop right, center and left, then make center the top of the stack.","Pop three nodes (right, center, left) and promote center as new stack top.",repaired,Rewrote to be more concise while preserving the intent of describing the stack and pointer manipulations.,evaluation,deepseek-v3
691,Obvious,0.85,Rewrite,Construct a tree.,"Build subtree with center as root, left and right as children.",repaired,More descriptive than 'Construct a tree' which merely restates obvious code.,evaluation,deepseek-v3
692,Obvious,0.98,Rewrite,"Pop right and center, then make center the top of the stack.","Pop right and center, making center the new top and constructing a right-only subtree.",repaired,Original comment merely restated obvious code actions; rewritten to combine intent and action.,evaluation,deepseek-v3
693,Not a smell,0.95,No Change,Construct a tree with no left child.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
694,Not a smell,0.95,No Change,The RFC3339 JSON adapter can read dates with a timezone offset like '-05:00'.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
695,Not a smell,0.95,No Change,"The RFC3339 JSON adapter always writes dates with UTC, using a 'Z' suffix.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
696,Not a smell,0.95,No Change,Nulls not allowed for boolean.class,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
697,Not a smell,0.95,No Change,Allow nulls for Boolean.class,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
698,Not a smell,0.95,No Change,"Canonical byte representation is unsigned, but parse the whole range -128..255",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
699,Not a smell,0.95,No Change,Nulls not allowed for byte.class,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
700,Not a smell,0.95,No Change,Allow nulls for Byte.class,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
